,uf,expectedMeanPP,samplePPMean,samplePPVar,samplePPCount
0,0.3333333333333333,0.6666666666666666,1.1697514844318266,2.0520846875622485e-05,10.0
1,0.3333333333333333,1.0,1.5028914795102841,1.5217260790729168e-05,10.0
2,0.5,0.6666666666666666,1.1781396064682037,0.0009287592819172614,20.0
3,0.5,1.0,1.5071849051166304,0.0005534350778175637,30.0
4,0.5,1.5,2.0028834427560662,8.018573943335946e-05,10.0
5,0.6666666666666666,0.6666666666666666,1.1665479881753005,1.4451295478770216e-05,10.0
6,0.6666666666666666,1.0,1.4998090006574505,1.745765229751284e-05,10.0
7,0.75,1.0,1.5280081927838443,0.0054049937292573675,20.0
8,0.75,1.5,2.026237031844752,0.00534141279600864,20.0
